ID,Name,Price,Brand,Model,Variant,Series,Year,Kilometers,Type,Gearbox,Fuel,Status,CC,Color,Seating Capacity
12844996,2006 Toyota RAV4 CV (4X4) ACA33R,9990,Toyota,RAV4,CV (4X4),ACA33R,2006,348958,Wagon,Automatic,Unleaded Petrol, Used,2362,Blue,5
12845182,2015 Toyota RAV4 GXL (2WD) ZSA42R MY14 Upgrade,26990,Toyota,RAV4,GXL (2WD),ZSA42R MY14 Upgrade,2015,136650,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12845339,2019 Toyota RAV4 Cruiser (2WD) Mxaa52R,46000,Toyota,RAV4,Cruiser (2WD),Mxaa52R,2019,33343,Wagon,Automatic,Unleaded Petrol, Used,1987,Pearl,5
12845383,2019 Toyota RAV4 GX (2WD) Mxaa52R,37990,Toyota,RAV4,GX (2WD),Mxaa52R,2019,65068,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12845581,2021 Toyota RAV4 Edge (awd) Axaa54R,54910,Toyota,RAV4,Edge (awd),Axaa54R,2021,24781,Wagon,Automatic,Unleaded Petrol, Used,2487,Green,5
12846098,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,33990,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,53690,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12847036,2013 Toyota RAV4 GXL (4X4) ASA44R,26894,Toyota,RAV4,GXL (4X4),ASA44R,2013,90281,Wagon,Automatic,Unleaded Petrol, Used,2494,Grey,5
12847170,2021 Toyota RAV4 GXL (2WD) Mxaa52R,46990,Toyota,RAV4,GXL (2WD),Mxaa52R,2021,19349,Wagon,Automatic,Unleaded Petrol, Used,1987,Blue,5
12847397,2004 Toyota RAV4 CV (4X4) ACA22R,8290,Toyota,RAV4,CV (4X4),ACA22R,2004,315000,Wagon,Automatic,Unleaded Petrol, Used,2362,Silver,5
12847647,2016 Toyota RAV4 Cruiser (4X4) ASA44R MY16,22000,Toyota,RAV4,Cruiser (4X4),ASA44R MY16,2016,80000,Wagon,Automatic,Unleaded Petrol, Used,2494,Grey,5
12848004,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,28490,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,89070,Wagon,Automatic,Unleaded Petrol, Used,1987,Grey,5
12848005,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,29990,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,66941,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12848013,2018 Toyota RAV4 GX (4X4) ASA44R MY18,32990,Toyota,RAV4,GX (4X4),ASA44R MY18,2018,33595,Wagon,Automatic,Unleaded Petrol, Used,2494,White,5
12848069,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,26999,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,131566,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12848271,2020 Toyota RAV4 GX 2WD Hybrid Axah52R,50990,Toyota,RAV4,GX 2WD Hybrid,Axah52R,2020,58437,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Silver,5
12848569,2014 Toyota RAV4 GX (2WD) ZSA42R MY14 Upgrade,24990,Toyota,RAV4,GX (2WD),ZSA42R MY14 Upgrade,2014,124000,Wagon,Automatic,Unleaded Petrol, Used,1987,Silver,5
12848657,2015 Toyota RAV4 GXL (2WD) ZSA42R MY16,26990,Toyota,RAV4,GXL (2WD),ZSA42R MY16,2015,90198,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12848909,2014 Toyota RAV4 GX (4X4) ALA49R,23913,Toyota,RAV4,GX (4X4),ALA49R,2014,152590,Wagon,Automatic,Diesel, Used,2231,White,5
12848966,2017 Toyota RAV4 GX (2WD) ZSA42R MY18,24999,Toyota,RAV4,GX (2WD),ZSA42R MY18,2017,122555,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12849352,2016 Toyota RAV4 GX (2WD) ZSA42R MY16,24800,Toyota,RAV4,GX (2WD),ZSA42R MY16,2016,121438,Wagon,Automatic,Unleaded Petrol, Used,1987,Silver,5
12849436,2017 Toyota RAV4 GX (2WD) ZSA42R MY17,32990,Toyota,RAV4,GX (2WD),ZSA42R MY17,2017,42210,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12849440,2017 Toyota RAV4 Cruiser (4X4) ASA44R MY17,42990,Toyota,RAV4,Cruiser (4X4),ASA44R MY17,2017,17895,Wagon,Automatic,Unleaded Petrol, Used,2494,White,5
12850534,2019 Toyota RAV4 GXL AWD Hybrid Axah54R,50990,Toyota,RAV4,GXL AWD Hybrid,Axah54R,2019,71579,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12850607,2010 Toyota RAV4 Cruiser (2WD) ACA38R,10999,Toyota,RAV4,Cruiser (2WD),ACA38R,2010,274303,Wagon,Manual,Unleaded Petrol, Used,2362,Silver,5
12850965,2019 Toyota RAV4 Cruiser AWD Hybrid Axah54R,52000,Toyota,RAV4,Cruiser AWD Hybrid,Axah54R,2019,87000,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Black,5
12851101,2018 Toyota RAV4 GX (4X4) ASA44R MY18,34889,Toyota,RAV4,GX (4X4),ASA44R MY18,2018,83339,Wagon,Automatic,Unleaded Petrol, Used,2494,Glazier,5
12851426,2006 Toyota RAV4 CV (4X4) ACA33R,9990,Toyota,RAV4,CV (4X4),ACA33R,2006,186093,Wagon,Manual,Unleaded Petrol, Used,2362,Silver,5
12851491,2021 Toyota RAV4 Cruiser (awd) Hybrid Axah54R,64990,Toyota,RAV4,Cruiser (awd) Hybrid,Axah54R,2021,38907,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12852050,2020 Toyota RAV4 Cruiser 2WD Hybrid Axah52R,55990,Toyota,RAV4,Cruiser 2WD Hybrid,Axah52R,2020,41849,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Blue,5
12852464,2005 Toyota RAV4 Cruiser (4X4) ACA23R,5999,Toyota,RAV4,Cruiser (4X4),ACA23R,2005,255809,Wagon,Manual,Unleaded Petrol, Used,2362,Grey,5
